                              mean         std        2.5q         25q         50q        75q      97.5q       mc err
a_subj.5025                2.13555    0.110722     1.93473      2.0563     2.13228    2.20658     2.3701   0.00354359
a_subj.5026                 1.8288    0.120674      1.6204     1.74434     1.81938    1.90162    2.09162   0.00615114
a_subj.5027               0.883763   0.0378014    0.812748    0.857776    0.883087   0.909006    0.96011   0.00122531
a_subj.5028                1.74321   0.0843156     1.59009     1.68485      1.7392    1.79754     1.9255   0.00269666
a_subj.5029                2.22029    0.136719     1.97108     2.12578     2.21711    2.31029    2.51069   0.00512468
a_subj.5030                2.28305    0.136303     2.03003     2.18871     2.27618    2.36973    2.57041   0.00456372
a_subj.5031                2.48068    0.190571     2.15726     2.34743       2.467    2.59518    2.90231   0.00955012
a_subj.5032                1.08637   0.0515775    0.992694     1.04984     1.08368     1.1205    1.19302   0.00159568
a_subj.5033                1.90828    0.108593     1.70668     1.82934     1.90593    1.97941    2.12505   0.00440968
a_subj.5034                1.47451   0.0576902      1.3656     1.43446     1.47341    1.51185    1.59409   0.00167582
a_subj.5035                1.96339   0.0911882     1.79468     1.89861     1.95951    2.02296    2.15304   0.00312525
a_subj.5036                2.32041     0.15133      2.0618     2.21264     2.31122    2.41472    2.65903   0.00571408
a_subj.5037                2.07684    0.113769     1.86399     1.99659     2.07269    2.15095     2.3216   0.00417721
a_subj.5038                1.88875   0.0845832     1.73623     1.82956     1.88667    1.94274    2.06976   0.00250904
a_subj.5039                1.76181   0.0802439     1.60903     1.70789      1.7622    1.81338    1.93009    0.0026597
a_subj.5040                1.93456   0.0979327     1.75086     1.86718     1.93114    1.99776    2.12934   0.00326215
a_subj.5041                1.69563   0.0694852      1.5627     1.64836      1.6925    1.74161    1.83787   0.00200922
a_subj.5042                1.27742   0.0471638     1.18942     1.24432     1.27597     1.3081    1.37676   0.00138785
a_subj.5043                1.83675    0.074201      1.6975     1.78654     1.83553    1.88463    1.99116   0.00187232
a_subj.5044                 1.5501    0.058571      1.4392     1.50997     1.54871    1.58886    1.66569   0.00164271
a_subj.5045                1.51789   0.0616154     1.40652     1.47526     1.51535    1.55892    1.64665    0.0021463
a_subj.5046                 1.8279   0.0749961     1.68759      1.7749     1.82533    1.87831    1.98012   0.00217318
a_subj.5047                1.39346    0.069599     1.25984     1.34435     1.39202    1.44068    1.53338   0.00225455
a_subj.5048                1.71632   0.0866679     1.55963     1.65549     1.71341    1.77119    1.90141   0.00329526
a_subj.5049                2.04437    0.116792     1.82352     1.96412     2.04038    2.12007    2.29243   0.00460601
a_subj.5050                1.81648    0.124533     1.60253     1.71285     1.81172    1.91818     2.0391   0.00982893
a_subj.5051                 2.1092    0.110487     1.91148     2.03355     2.10384    2.18202    2.34163   0.00380707
a_subj.5052                1.73295   0.0687126     1.59794     1.68801     1.73304    1.77491      1.873   0.00170384
a_subj.5053                1.86977   0.0859779     1.70969     1.80785     1.86752     1.9264    2.04589   0.00244625
a_subj.5054                1.85712    0.116269     1.63572     1.78084     1.85181    1.92847    2.10142   0.00515506
a_subj.5055                1.89781    0.109589     1.70451     1.82359     1.88786    1.96254    2.14148   0.00442236
a_subj.5056                2.11219    0.110653     1.90098     2.04078     2.10579    2.18167    2.34348   0.00383895
a_subj.5057                1.81485    0.103556     1.63052     1.74339       1.809    1.88219    2.02571   0.00442004
a_subj.5058                1.72797   0.0756688     1.58316     1.67608     1.72553    1.77548    1.88674   0.00232142
a_subj.5059                1.80302   0.0895285     1.63476     1.74176      1.7996    1.86011    1.99282   0.00307215
a_subj.5060                 1.7019   0.0946275     1.53155     1.63575     1.69625     1.7629    1.90856    0.0039412
a_subj.5061                 2.1464   0.0965761     1.96442     2.08004     2.14495    2.20979    2.34356   0.00283029
a_subj.5062                1.50567   0.0701536     1.37031     1.45944     1.50417    1.55065    1.64848   0.00234157
a_subj.5063                1.77923   0.0797208     1.63191     1.72667     1.77569    1.82975    1.94651   0.00238707
a_subj.5064                2.03886    0.115194     1.83156     1.95809     2.03081    2.11236    2.28395   0.00447547
a_subj.5065                1.86099    0.107379     1.66885     1.78324     1.85519    1.92948    2.08696   0.00460314
a_subj.5066                1.88543   0.0932093     1.70494     1.82092     1.88184    1.94979    2.07172   0.00295069
a_subj.5067                2.31335    0.154452     2.04255     2.20574     2.30266    2.40976    2.65032   0.00710807
a_subj.5068                1.46406   0.0748642     1.32115     1.41447     1.46141    1.51332    1.61198   0.00255308
a_subj.5069                1.96432   0.0971153     1.78032      1.8968     1.96086    2.02703    2.16807   0.00277103
a_subj.5070                1.68761   0.0607338     1.57045     1.64523     1.68584    1.72879    1.81217   0.00146377
a_subj.5071                1.71643   0.0746588      1.5709     1.66688     1.71373    1.76557    1.86666   0.00236827
a_subj.5072                1.09392   0.0453847     0.99844      1.0655     1.09473    1.12311    1.17848   0.00170583
a_subj.5073                1.77255    0.092545      1.6003     1.71075     1.76895    1.83303    1.96639   0.00318515
a_subj.5074                1.65249   0.0758034     1.50862     1.60041     1.64694    1.70071     1.8145   0.00240885
a_subj.5075                2.27564    0.156603     1.99944     2.16754     2.26776    2.37116    2.61774   0.00693685
a_subj.5076                1.93932    0.112045     1.73273     1.86074     1.93543    2.01148    2.17348   0.00485129
a_subj.5077                1.80725   0.0884922     1.63378     1.74826     1.80566    1.86442    1.97971   0.00277788
a_subj.5078                1.92103    0.107145       1.721     1.84876     1.91583    1.98986     2.1411   0.00432948
a_subj.5079                2.03726    0.124418       1.816     1.94973     2.02772    2.11511    2.29966   0.00540126
a_subj.5080                2.10697     0.13548     1.86149     2.01477     2.09813    2.18975    2.39908    0.0063413
a_subj.5081                1.83219     0.10027     1.64313     1.76335     1.82915    1.89703    2.03967   0.00392476
a_subj.5082                1.61346   0.0646318     1.49648     1.56916     1.61174    1.65331    1.75198   0.00220305
a_subj.5083                1.86027   0.0881056     1.69177     1.79808     1.85949    1.91963    2.03909    0.0030543
a_subj.5084                2.17585    0.188968     1.85904     2.03754     2.15641    2.28731    2.58372    0.0110097
a_subj.5085                 1.6127   0.0696133     1.48135     1.56627     1.61071    1.65733    1.75417   0.00197975
a_subj.5086                1.19547   0.0479023      1.1072     1.16158     1.19402    1.22917    1.29134   0.00147192
a_subj.5087                1.55964   0.0843718     1.40333     1.50072      1.5573    1.61524    1.73128   0.00325852
a_subj.5088                1.95318    0.123185     1.73423     1.86765     1.94535    2.02801    2.21817   0.00471098
a_subj.5089                1.70419   0.0752529     1.56573     1.65125     1.70068     1.7548    1.86044   0.00228205
v(ConStay)                 1.73777   0.0722846     1.60086     1.69049     1.73681    1.78534    1.87682     0.001706
v(ConSwitch)               1.23238   0.0678569     1.10371     1.18664     1.23151    1.27883    1.36521    0.0014048
v(IncStay)                 1.31512   0.0699504     1.17785     1.26765     1.31552    1.36147    1.45287   0.00158992
v(IncSwitch)              0.873578    0.067398    0.742779     0.82744     0.87219   0.918462    1.00648   0.00151611
v_std                     0.615961   0.0274734    0.562769    0.597545     0.61516   0.633917   0.669484  0.000774037
v_subj(ConStay).5000     0.0889838    0.196097    -0.30316  -0.0464644   0.0882813   0.219206   0.470636   0.00423403
v_subj(ConSwitch).5000  -0.0492986     0.19329    -0.43587    -0.17562  -0.0492895  0.0776244   0.329684   0.00425469
v_subj(IncStay).5000     -0.294437     0.18307   -0.656292   -0.417429   -0.296352  -0.169234  0.0706341   0.00337672
v_subj(IncSwitch).5000  -0.0224773    0.186008   -0.391199   -0.145049  -0.0259358   0.104073   0.333913   0.00414184
v_subj(ConStay).5001      0.749856    0.191404     0.35907    0.625495    0.754188   0.877309    1.11888   0.00423411
v_subj(ConSwitch).5001     0.67537    0.163294    0.341581    0.569323    0.674769   0.787455   0.997916   0.00344562
v_subj(IncStay).5001      0.804237    0.193949      0.4027    0.681613    0.804319   0.937601     1.1775   0.00358982
v_subj(IncSwitch).5001    0.559109    0.177581    0.203202     0.44441    0.560852   0.676538   0.905365   0.00397144
v_subj(ConStay).5002        2.4129    0.244907     1.93071     2.25228     2.40773    2.57654    2.90135   0.00577922
v_subj(ConSwitch).5002     1.42904    0.181586     1.07688     1.30545      1.4333    1.54866    1.78227   0.00500277
v_subj(IncStay).5002       2.10719    0.242651     1.62299     1.93854      2.0975    2.27341    2.58741   0.00692477
v_subj(IncSwitch).5002     1.14496    0.190719    0.771554     1.01509     1.14656    1.27112    1.52262   0.00458177
v_subj(ConStay).5003       1.55898    0.231574     1.10949     1.40112     1.55437    1.71679    2.01113   0.00560405
v_subj(ConSwitch).5003     1.46562    0.194883     1.08072      1.3287      1.4626    1.59951    1.84474   0.00456521
v_subj(IncStay).5003       1.81758    0.236517     1.37506     1.65952     1.81776    1.97502    2.29277    0.0055861
v_subj(IncSwitch).5003     1.61466    0.220546     1.18272     1.46917     1.61006    1.76001     2.0717   0.00588272
v_subj(ConStay).5004       2.32708    0.271275     1.80406     2.14011     2.32166    2.50013    2.87129    0.0077205
v_subj(ConSwitch).5004     1.63886    0.195084      1.2577     1.50835     1.63649    1.76903    2.02351   0.00502595
v_subj(IncStay).5004        2.7993    0.278593     2.24547     2.61465     2.79795    2.98542    3.36543   0.00788967
v_subj(IncSwitch).5004     1.57312    0.210802     1.16944      1.4272     1.57801    1.71346    1.98226   0.00517289
v_subj(ConStay).5005       1.69287    0.213998     1.26891     1.54487      1.6909    1.83495    2.11555   0.00468131
v_subj(ConSwitch).5005    0.428615    0.190175   0.0604317    0.296747    0.426408   0.559019   0.804339   0.00394867
v_subj(IncStay).5005       1.14582    0.196175    0.769696     1.01265     1.13873    1.27308    1.53892   0.00429523
v_subj(IncSwitch).5005    0.541668    0.164245    0.217119    0.429193     0.54336   0.650875   0.866976   0.00310545
v_subj(ConStay).5006       2.36163    0.281801     1.82365     2.16679     2.36243    2.54698    2.92795   0.00657604
v_subj(ConSwitch).5006     1.73045    0.207873     1.32101     1.58991     1.72851    1.87197    2.13038   0.00495145
v_subj(IncStay).5006       2.49591     0.27889     1.95783     2.30721     2.48989    2.67768     3.0595   0.00650475
v_subj(IncSwitch).5006     1.29861    0.193569    0.914456     1.16656     1.30142    1.43008    1.68215   0.00427959
v_subj(ConStay).5007       2.63011    0.287862     2.05311     2.43962     2.63299    2.83084     3.1854   0.00689537
v_subj(ConSwitch).5007     1.40286    0.210918    0.987395     1.25786     1.40182    1.54179    1.82392    0.0046367
v_subj(IncStay).5007       2.14897    0.255642      1.6572     1.97613      2.1499    2.31392    2.67608   0.00569114
v_subj(IncSwitch).5007     1.16726    0.241281    0.691836     1.00566     1.16549    1.32743    1.64895   0.00484688
v_subj(ConStay).5008         1.854    0.217664     1.43374     1.70267     1.84861    2.00087    2.28834   0.00580785
v_subj(ConSwitch).5008     1.57778    0.192786     1.20315     1.45065     1.57638    1.70603    1.95887   0.00459909
v_subj(IncStay).5008       1.95114    0.237494     1.47778     1.79425     1.94511    2.11291    2.40613   0.00492665
v_subj(IncSwitch).5008     1.10764    0.185035    0.733043    0.983858     1.10813    1.23203    1.46714   0.00382135
v_subj(ConStay).5009       2.35156    0.291112     1.78893     2.15036     2.35005     2.5489    2.92665    0.0073217
v_subj(ConSwitch).5009     1.64391    0.219954     1.22104     1.48668     1.64489    1.79454    2.07651   0.00525667
v_subj(IncStay).5009       1.66288    0.225979     1.22168     1.51526     1.66107    1.81022    2.10108    0.0051827
v_subj(IncSwitch).5009     1.62567    0.219143     1.18333     1.48507     1.62287    1.76339    2.06387   0.00496368
v_subj(ConStay).5010       1.96678    0.258452     1.49153     1.79096     1.96118    2.13586    2.51036   0.00676697
v_subj(ConSwitch).5010     1.05367    0.196241    0.676959    0.920014     1.04758    1.18133     1.4588   0.00493034
v_subj(IncStay).5010       1.70216    0.228138     1.25299     1.54402     1.70635    1.86082    2.13716   0.00509995
v_subj(IncSwitch).5010    0.846305    0.177315    0.498086    0.721827     0.84865   0.966604    1.19796   0.00351507
v_subj(ConStay).5011       2.10881    0.249511      1.6235     1.93892     2.10773    2.26781    2.60226   0.00576277
v_subj(ConSwitch).5011     1.54983    0.196971     1.15565     1.41753     1.54658     1.6847    1.94414   0.00516082
v_subj(IncStay).5011       1.56795    0.227762      1.1271     1.41088     1.56714    1.71923    2.01041   0.00535114
v_subj(IncSwitch).5011      1.3573    0.230228    0.898474     1.19796     1.35984    1.50643    1.79578   0.00484817
v_subj(ConStay).5012       2.47907    0.276514       1.915     2.30121     2.47713    2.66802    3.02952    0.0060038
v_subj(ConSwitch).5012     1.38193    0.213927    0.969367     1.23861     1.38185    1.52259    1.79466   0.00491594
v_subj(IncStay).5012       1.53059    0.234146     1.08033     1.37417     1.52558     1.6906    1.99778   0.00526134
v_subj(IncSwitch).5012     1.05903    0.193325    0.687712    0.922935     1.06144     1.1952    1.42906   0.00422244
v_subj(ConStay).5013      0.672277    0.168991    0.350564    0.555925    0.669041   0.789114   0.999851   0.00360154
v_subj(ConSwitch).5013     0.78001    0.155044    0.481331    0.674762    0.776877    0.88205     1.1039   0.00297467
v_subj(IncStay).5013      0.569008    0.168474    0.239925    0.451636    0.565522   0.685173    0.90094   0.00362352
v_subj(IncSwitch).5013    0.541359    0.165192    0.220884    0.433398    0.539272   0.651415   0.865753   0.00339803
v_subj(ConStay).5014       1.09409     0.20909    0.709018    0.948882     1.08765     1.2386    1.51904   0.00414668
v_subj(ConSwitch).5014    0.807195    0.173323     0.47923    0.685958    0.805718   0.930509    1.14995   0.00344301
v_subj(IncStay).5014     -0.244839    0.176798   -0.596405   -0.359657   -0.245052  -0.126089  0.0967224   0.00411945
v_subj(IncSwitch).5014    0.153493    0.175264   -0.190777    0.034371    0.153457   0.271387   0.506127   0.00357977
v_subj(ConStay).5015       2.30487    0.249717     1.80809     2.13927     2.29813    2.47139    2.80769   0.00646013
v_subj(ConSwitch).5015     1.44471      0.1878     1.07201     1.31754     1.44129    1.56855    1.82352   0.00482612
v_subj(IncStay).5015       1.36286    0.189212    0.990989     1.23608      1.3614    1.48631    1.75423   0.00491345
v_subj(IncSwitch).5015     1.39642    0.191305     1.01372     1.26768     1.39644    1.52721    1.76629   0.00445469
v_subj(ConStay).5016       0.71998    0.218321    0.290562    0.574722    0.720352   0.871432     1.1518    0.0044683
v_subj(ConSwitch).5016    0.420918    0.161248    0.115081    0.311782    0.418133   0.530234   0.749408   0.00336233
v_subj(IncStay).5016      0.696129    0.210196    0.296197    0.555945    0.691552   0.839541     1.1122   0.00433122
v_subj(IncSwitch).5016    0.374376    0.187412  0.00827024    0.243255    0.374817   0.500857   0.750669   0.00372591
v_subj(ConStay).5017       1.92493    0.230626     1.48332     1.76586      1.9244    2.08382    2.37543   0.00521614
v_subj(ConSwitch).5017     1.60188    0.200012     1.22684     1.46146     1.60278    1.74022    1.99338    0.0042447
v_subj(IncStay).5017       1.49325    0.205914     1.10106     1.35049      1.4847    1.63061     1.9055   0.00513382
v_subj(IncSwitch).5017     1.34381    0.198706    0.953309     1.20871     1.34053    1.48149    1.73123    0.0043412
v_subj(ConStay).5018       1.86982    0.213347     1.45294     1.72484     1.87229    2.01213    2.28659   0.00448749
v_subj(ConSwitch).5018     1.42987    0.211188     1.02535     1.28728     1.42854    1.57195    1.84611   0.00413124
v_subj(IncStay).5018       1.47071    0.240399    0.986367     1.30471     1.46824    1.63941    1.93969   0.00522778
v_subj(IncSwitch).5018    0.932114    0.177646    0.585032    0.816811    0.937445    1.05337    1.27091   0.00360309
v_subj(ConStay).5019       1.91393    0.208144     1.50548     1.78008     1.91574    2.05455    2.31466   0.00666304
v_subj(ConSwitch).5019     1.61041    0.175149     1.27214     1.48871     1.60794    1.73133    1.95549   0.00584233
v_subj(IncStay).5019       1.56026    0.191528     1.19198     1.42807     1.55921    1.68158    1.94844   0.00669098
v_subj(IncSwitch).5019     1.36751    0.190134     1.00588     1.23708     1.36182    1.49544    1.74028   0.00618026
v_subj(ConStay).5020       2.57857    0.253263     2.07571     2.40826     2.57683    2.75459    3.07718   0.00637126
v_subj(ConSwitch).5020     1.96267    0.219562     1.55063     1.81334     1.96316    2.10797    2.39371    0.0064266
v_subj(IncStay).5020       1.90246    0.214297     1.48414      1.7607     1.90056     2.0384    2.33873   0.00592869
v_subj(IncSwitch).5020     1.76571    0.209414     1.35538     1.62705     1.76246    1.90414    2.19889   0.00598645
v_subj(ConStay).5021       2.06502    0.249224     1.55353     1.90022     2.06443    2.23154    2.55594   0.00651963
v_subj(ConSwitch).5021     1.53539    0.222598     1.12123      1.3855     1.52585    1.68329    1.99122   0.00527822
v_subj(IncStay).5021       1.45184    0.207038     1.05097       1.307     1.44984    1.59604    1.85527   0.00453563
v_subj(IncSwitch).5021    0.929125    0.181909    0.563019    0.807066    0.929925    1.04447    1.29017   0.00432374
v_subj(ConStay).5022       1.74726    0.224953     1.33084     1.58686     1.74406    1.89321    2.20601   0.00516171
v_subj(ConSwitch).5022    0.982518    0.185396    0.622126    0.862454    0.980852     1.1026     1.3604   0.00440451
v_subj(IncStay).5022       1.60045    0.239097     1.13522     1.43255     1.59897    1.74943     2.0919   0.00540738
v_subj(IncSwitch).5022    0.770817    0.180105    0.410149    0.651929    0.769988   0.895977    1.12198   0.00373648
v_subj(ConStay).5023       0.65993    0.224026    0.220829    0.511444    0.660732   0.809804    1.09771   0.00473531
v_subj(ConSwitch).5023   -0.226374    0.249515   -0.732758   -0.396332   -0.232604 -0.0531988   0.255517   0.00510128
v_subj(IncStay).5023    -0.0371548    0.266072   -0.567522   -0.216022  -0.0315585   0.138682   0.497139   0.00520202
v_subj(IncSwitch).5023    0.268815    0.241237   -0.192498    0.104315    0.266849   0.432245   0.742847   0.00526406
v_subj(ConStay).5024       1.05089     0.25716    0.544439    0.868138     1.04699    1.22248    1.55203    0.0053106
v_subj(ConSwitch).5024    0.432322    0.198151   0.0348493    0.301187    0.432955   0.566039   0.831503   0.00411983
v_subj(IncStay).5024      0.697771    0.235056    0.245864    0.537505    0.693197    0.87094    1.13283    0.0048406
v_subj(IncSwitch).5024    0.496394    0.194118    0.120482    0.364061     0.49941   0.623219   0.886433   0.00391179
v_subj(ConStay).5025        1.8274    0.201651     1.44644     1.68943     1.82459    1.96187    2.20816   0.00462066
v_subj(ConSwitch).5025     1.32776    0.189925    0.956711     1.19999     1.32959    1.45736    1.69456   0.00415896
v_subj(IncStay).5025       1.53114    0.201578     1.14435       1.396      1.5303    1.66422    1.94473   0.00451742
v_subj(IncSwitch).5025    0.934155    0.180054    0.599037    0.808766    0.926021    1.05316    1.30716   0.00389486
v_subj(ConStay).5026       2.62234    0.277753     2.06928     2.43452     2.62336    2.80863    3.15638   0.00738075
v_subj(ConSwitch).5026     1.27005    0.191154    0.883968     1.14306     1.26987    1.40172    1.63478   0.00497759
v_subj(IncStay).5026       2.74696    0.311316     2.11346     2.54361      2.7568     2.9477    3.36715   0.00831741
v_subj(IncSwitch).5026     1.09269    0.189118    0.719701    0.966325     1.09354    1.21999    1.46152   0.00490574
v_subj(ConStay).5027       2.40775    0.336236      1.7637     2.17896     2.39721    2.63139    3.07237   0.00765508
v_subj(ConSwitch).5027      2.3154    0.346373     1.65884     2.09226     2.31486    2.54807    2.99297    0.0062982
v_subj(IncStay).5027      0.400754    0.333722    -0.23892    0.170777    0.400775   0.631752    1.04104   0.00718755
v_subj(IncSwitch).5027     0.42717    0.317574   -0.200923    0.216914    0.421465   0.633767    1.07186   0.00669876
v_subj(ConStay).5028       1.63636    0.252003     1.18907      1.4591     1.62748    1.80115    2.14275   0.00587848
v_subj(ConSwitch).5028     1.11605    0.199252    0.732266    0.975678     1.11215    1.25558    1.50636   0.00409434
v_subj(IncStay).5028      0.971583    0.209314    0.555293    0.834159    0.973809    1.11324    1.38481   0.00424708
v_subj(IncSwitch).5028    0.596659    0.192234    0.236899    0.460748    0.594432   0.729896   0.966029   0.00391725
v_subj(ConStay).5029       2.13445    0.222923     1.70279     1.98368     2.13214    2.28452      2.583   0.00579656
v_subj(ConSwitch).5029     1.39682    0.189227     1.03317     1.27086     1.39895    1.52226    1.78098   0.00466692
v_subj(IncStay).5029       1.71242     0.20245     1.32258     1.57139     1.71366    1.85084    2.10463   0.00487062
v_subj(IncSwitch).5029     1.07965    0.211119    0.674064     0.93686     1.07277    1.20824    1.51226   0.00483319
v_subj(ConStay).5030       1.77445    0.216525     1.34636     1.63012     1.76807    1.92501    2.19176   0.00507711
v_subj(ConSwitch).5030    0.963087    0.166111     0.64772    0.847721    0.960702    1.07027    1.30146   0.00357351
v_subj(IncStay).5030       1.55615    0.208455     1.14277      1.4191     1.55602    1.69723    1.98444   0.00431827
v_subj(IncSwitch).5030    0.892808    0.173005    0.557162    0.777013     0.89538    1.00583    1.23591   0.00376533
v_subj(ConStay).5031       2.08824    0.213201     1.67311     1.94962     2.08938    2.22992     2.5162   0.00616076
v_subj(ConSwitch).5031     1.28594    0.188311    0.920515     1.15847     1.28626    1.40867    1.66809   0.00560462
v_subj(IncStay).5031       1.97512    0.222221     1.53686     1.82463     1.96659    2.12431    2.42137   0.00563998
v_subj(IncSwitch).5031     1.23527    0.187167    0.886819     1.10673     1.22515    1.35861    1.62396   0.00564709
v_subj(ConStay).5032       2.89577    0.313033     2.26837     2.69193      2.8977    3.10258    3.52887   0.00713652
v_subj(ConSwitch).5032     2.07058    0.295646     1.46805     1.87845     2.07101    2.25939    2.65972   0.00633929
v_subj(IncStay).5032       2.32167    0.333036     1.66378     2.10509     2.31829    2.52877    3.01124   0.00733502
v_subj(IncSwitch).5032     1.33137     0.29412    0.758302      1.1319     1.33766    1.53354    1.89637   0.00666651
v_subj(ConStay).5033       1.72714    0.231067     1.26168     1.57411     1.73544    1.87932    2.17759    0.0053026
v_subj(ConSwitch).5033     1.43885    0.197921     1.05819      1.3035     1.43831    1.56926    1.82306   0.00487598
v_subj(IncStay).5033       1.38081     0.22084    0.944019     1.23048     1.37256     1.5307    1.80829   0.00493004
v_subj(IncSwitch).5033     1.10022    0.194186    0.699228    0.970851     1.10546    1.22952     1.4875   0.00436605
v_subj(ConStay).5034      0.789567    0.202015    0.399323    0.655944    0.785061   0.919636    1.20658   0.00441831
v_subj(ConSwitch).5034     0.96685    0.228338    0.525686    0.812322    0.969696     1.1248    1.40543   0.00515771
v_subj(IncStay).5034      0.175405    0.219279      -0.266   0.0256359     0.17713   0.326733   0.594743   0.00424363
v_subj(IncSwitch).5034    0.534564    0.204821    0.133763    0.397869    0.531876   0.676504   0.934929   0.00391865
v_subj(ConStay).5035       1.50943    0.214626     1.08189     1.36669     1.51012    1.65472    1.93795   0.00448963
v_subj(ConSwitch).5035     1.36267     0.18514    0.998463      1.2332     1.36555    1.48311     1.7257   0.00412426
v_subj(IncStay).5035      0.883947    0.202043    0.491764     0.75242    0.874244     1.0213    1.29239   0.00409984
v_subj(IncSwitch).5035    0.441918     0.18674   0.0770777    0.320301    0.440113   0.565219   0.825688   0.00379675
v_subj(ConStay).5036       1.92868    0.216617     1.49823     1.78489     1.93181    2.06893    2.36937   0.00520918
v_subj(ConSwitch).5036     1.50923    0.214078     1.09463     1.36336     1.50236    1.65123     1.9287   0.00584245
v_subj(IncStay).5036       1.57783    0.233136     1.12135     1.41822     1.57222     1.7406    2.03268   0.00587373
v_subj(IncSwitch).5036     1.09412    0.186939    0.729844    0.963576     1.08762    1.21871     1.4701   0.00474956
v_subj(ConStay).5037       1.96497    0.240352     1.50065     1.80505     1.96142    2.12687    2.43694   0.00545464
v_subj(ConSwitch).5037     1.38583    0.177078     1.03625      1.2673     1.38362    1.50644    1.72679   0.00439505
v_subj(IncStay).5037       1.52625    0.216505     1.10731     1.37421     1.52118    1.67298    1.95337   0.00485182
v_subj(IncSwitch).5037    0.837091    0.170344    0.498613    0.722879    0.841738   0.952216    1.16394   0.00405851
v_subj(ConStay).5038        1.7454    0.234071     1.29514      1.5866     1.73794    1.90185    2.21301   0.00523241
v_subj(ConSwitch).5038     1.03032    0.170973    0.704999    0.910597     1.03002    1.14089    1.37124   0.00299963
v_subj(IncStay).5038       0.96157    0.195943    0.570501    0.831343    0.963645    1.09347    1.34078   0.00410621
v_subj(IncSwitch).5038    0.557438    0.178681    0.199999    0.439941     0.55929   0.675013   0.912314   0.00361318
v_subj(ConStay).5039       2.02918    0.258528     1.52921      1.8508     2.02386     2.2032    2.55345   0.00528687
v_subj(ConSwitch).5039     1.20171    0.192882    0.830184     1.07364     1.19911    1.33072    1.58629   0.00375475
v_subj(IncStay).5039       1.42834    0.221137    0.994598     1.28667     1.42499    1.56037    1.88151   0.00446234
v_subj(IncSwitch).5039    0.554744    0.174483    0.211628     0.43666    0.559786   0.673046   0.888612     0.003732
v_subj(ConStay).5040       2.18092    0.235122     1.71268     2.02342     2.18301    2.33375    2.64447   0.00604387
v_subj(ConSwitch).5040     1.34042    0.201629    0.943607     1.21014     1.33565    1.47115    1.74209   0.00428181
v_subj(IncStay).5040       1.50568    0.233866     1.06845     1.34364      1.4985    1.66243    1.98196   0.00539168
v_subj(IncSwitch).5040    0.780697    0.184713    0.417367    0.653065    0.786073   0.902985    1.14203   0.00376564
v_subj(ConStay).5041        1.1745    0.225129     0.72404     1.02056     1.17512    1.32437     1.6211   0.00414339
